user_id,rec_list,chosen_item,rationale,timestamp
user_7,"[""content_13"", ""content_1"", ""content_24""]",content_1,Based on 10th and goal Civil Engineer.,2025-10-28T16:51:11.836352
user_8,"[""content_34"", ""content_11"", ""content_18""]",content_34,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836363
user_8,"[""content_36"", ""content_59"", ""content_33""]",content_33,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836372
user_8,"[""content_50"", ""content_18"", ""content_43""]",content_50,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836389
user_8,"[""content_52"", ""content_4"", ""content_45""]",content_52,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836399
user_8,"[""content_51"", ""content_56"", ""content_45""]",content_45,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836409
user_8,"[""content_53"", ""content_48"", ""content_5""]",content_48,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836418
user_8,"[""content_47"", ""content_35"", ""content_8""]",content_35,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836428
user_8,"[""content_31"", ""content_33"", ""content_56""]",content_31,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836437
user_8,"[""content_25"", ""content_41"", ""content_42""]",content_41,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.836447
user_9,"[""content_15"", ""content_44"", ""content_8""]",content_44,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836457
user_9,"[""content_57"", ""content_42"", ""content_34""]",content_34,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836467
user_9,"[""content_56"", ""content_49"", ""content_58""]",content_56,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836476
user_9,"[""content_7"", ""content_25"", ""content_42""]",content_25,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836486
user_9,"[""content_57"", ""content_50"", ""content_38""]",content_38,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836496
user_9,"[""content_43"", ""content_10"", ""content_58""]",content_58,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836505
user_9,"[""content_33"", ""content_6"", ""content_22""]",content_33,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836515
user_9,"[""content_13"", ""content_29"", ""content_50""]",content_13,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836526
user_9,"[""content_8"", ""content_31"", ""content_4""]",content_4,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836536
user_9,"[""content_10"", ""content_27"", ""content_41""]",content_27,Based on College and goal Software Engineer.,2025-10-28T16:51:11.836545
user_10,"[""content_29"", ""content_57"", ""content_4""]",content_29,Based on College and goal Researcher.,2025-10-28T16:51:11.836555
user_10,"[""content_2"", ""content_33"", ""content_41""]",content_41,Based on College and goal Researcher.,2025-10-28T16:51:11.836565
user_10,"[""content_3"", ""content_34"", ""content_41""]",content_3,Based on College and goal Researcher.,2025-10-28T16:51:11.836574
user_10,"[""content_30"", ""content_11"", ""content_26""]",content_30,Based on College and goal Researcher.,2025-10-28T16:51:11.836584
user_10,"[""content_34"", ""content_11"", ""content_39""]",content_11,Based on College and goal Researcher.,2025-10-28T16:51:11.836593
user_11,"[""content_12"", ""content_42"", ""content_56""]",content_42,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836603
user_11,"[""content_54"", ""content_20"", ""content_34""]",content_20,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836613
user_11,"[""content_49"", ""content_2"", ""content_43""]",content_49,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836622
user_11,"[""content_30"", ""content_10"", ""content_34""]",content_34,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836632
user_11,"[""content_43"", ""content_38"", ""content_22""]",content_22,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836642
user_11,"[""content_12"", ""content_42"", ""content_30""]",content_30,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836651
user_11,"[""content_18"", ""content_6"", ""content_5""]",content_6,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836660
user_11,"[""content_35"", ""content_1"", ""content_28""]",content_28,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836670
user_11,"[""content_44"", ""content_8"", ""content_47""]",content_47,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.836680
user_12,"[""content_55"", ""content_8"", ""content_11""]",content_8,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836691
user_12,"[""content_26"", ""content_9"", ""content_1""]",content_1,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836701
user_12,"[""content_3"", ""content_34"", ""content_9""]",content_3,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836710
user_12,"[""content_16"", ""content_40"", ""content_8""]",content_40,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836720
user_12,"[""content_4"", ""content_41"", ""content_49""]",content_4,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836750
user_12,"[""content_60"", ""content_27"", ""content_13""]",content_13,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836768
user_12,"[""content_58"", ""content_57"", ""content_17""]",content_57,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836778
user_12,"[""content_18"", ""content_14"", ""content_21""]",content_21,Based on 10th and goal Software Engineer.,2025-10-28T16:51:11.836788
user_13,"[""content_41"", ""content_42"", ""content_12""]",content_12,Based on College and goal Data Scientist.,2025-10-28T16:51:11.836799
user_13,"[""content_17"", ""content_22"", ""content_34""]",content_34,Based on College and goal Data Scientist.,2025-10-28T16:51:11.836808
user_13,"[""content_53"", ""content_57"", ""content_32""]",content_53,Based on College and goal Data Scientist.,2025-10-28T16:51:11.836823
user_13,"[""content_6"", ""content_12"", ""content_1""]",content_1,Based on College and goal Data Scientist.,2025-10-28T16:51:11.836837
user_13,"[""content_48"", ""content_19"", ""content_52""]",content_52,Based on College and goal Data Scientist.,2025-10-28T16:51:11.836851
user_13,"[""content_60"", ""content_43"", ""content_10""]",content_43,Based on College and goal Data Scientist.,2025-10-28T16:51:11.837220
user_13,"[""content_11"", ""content_43"", ""content_57""]",content_43,Based on College and goal Data Scientist.,2025-10-28T16:51:11.837251
user_13,"[""content_14"", ""content_27"", ""content_39""]",content_14,Based on College and goal Data Scientist.,2025-10-28T16:51:11.837269
user_14,"[""content_6"", ""content_60"", ""content_10""]",content_6,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837291
user_14,"[""content_30"", ""content_24"", ""content_16""]",content_30,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837306
user_14,"[""content_12"", ""content_36"", ""content_59""]",content_36,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837321
user_14,"[""content_37"", ""content_29"", ""content_26""]",content_26,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837337
user_14,"[""content_4"", ""content_16"", ""content_40""]",content_16,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837351
user_14,"[""content_42"", ""content_49"", ""content_29""]",content_42,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837367
user_14,"[""content_9"", ""content_59"", ""content_49""]",content_59,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837384
user_14,"[""content_16"", ""content_25"", ""content_21""]",content_16,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837399
user_14,"[""content_55"", ""content_49"", ""content_58""]",content_58,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.837417
user_15,"[""content_3"", ""content_23"", ""content_15""]",content_15,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837436
user_15,"[""content_49"", ""content_28"", ""content_17""]",content_17,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837451
user_15,"[""content_49"", ""content_6"", ""content_45""]",content_45,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837466
user_15,"[""content_53"", ""content_29"", ""content_51""]",content_29,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837481
user_15,"[""content_50"", ""content_18"", ""content_44""]",content_50,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837497
user_15,"[""content_16"", ""content_56"", ""content_26""]",content_26,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837513
user_15,"[""content_18"", ""content_54"", ""content_57""]",content_57,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837528
user_16,"[""content_10"", ""content_8"", ""content_23""]",content_23,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837544
user_16,"[""content_37"", ""content_29"", ""content_32""]",content_37,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837562
user_16,"[""content_34"", ""content_24"", ""content_18""]",content_18,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837578
user_16,"[""content_26"", ""content_27"", ""content_10""]",content_26,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837595
user_16,"[""content_9"", ""content_15"", ""content_28""]",content_9,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837613
user_16,"[""content_25"", ""content_26"", ""content_52""]",content_26,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837630
user_16,"[""content_39"", ""content_50"", ""content_40""]",content_40,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837647
user_16,"[""content_27"", ""content_19"", ""content_38""]",content_27,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837662
user_16,"[""content_9"", ""content_24"", ""content_38""]",content_24,Based on 10th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.837678
user_17,"[""content_53"", ""content_32"", ""content_59""]",content_59,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837696
user_17,"[""content_58"", ""content_12"", ""content_9""]",content_9,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837711
user_17,"[""content_4"", ""content_17"", ""content_12""]",content_12,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837726
user_17,"[""content_34"", ""content_25"", ""content_12""]",content_34,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837768
user_17,"[""content_27"", ""content_37"", ""content_40""]",content_27,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837784
user_17,"[""content_1"", ""content_25"", ""content_27""]",content_25,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837798
user_17,"[""content_5"", ""content_30"", ""content_60""]",content_60,Based on 12th and goal Doctor.,2025-10-28T16:51:11.837815
user_17,"[""content_38"", ""content_27"", ""content_12""]",content_38,Based on 12th and goal Doctor.,2025-10-28T16:51:11.838185
user_17,"[""content_58"", ""content_23"", ""content_25""]",content_25,Based on 12th and goal Doctor.,2025-10-28T16:51:11.838212
user_18,"[""content_59"", ""content_57"", ""content_39""]",content_39,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838235
user_18,"[""content_53"", ""content_10"", ""content_38""]",content_38,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838252
user_18,"[""content_39"", ""content_51"", ""content_47""]",content_47,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838269
user_18,"[""content_16"", ""content_14"", ""content_21""]",content_21,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838285
user_18,"[""content_48"", ""content_31"", ""content_56""]",content_31,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838301
user_18,"[""content_36"", ""content_33"", ""content_30""]",content_30,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838320
user_18,"[""content_32"", ""content_29"", ""content_40""]",content_32,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838335
user_18,"[""content_24"", ""content_59"", ""content_50""]",content_59,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838349
user_18,"[""content_1"", ""content_20"", ""content_8""]",content_1,Based on 11th and goal Chemical Engineer.,2025-10-28T16:51:11.838362
user_19,"[""content_34"", ""content_12"", ""content_4""]",content_4,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838381
user_19,"[""content_56"", ""content_52"", ""content_17""]",content_17,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838396
user_19,"[""content_53"", ""content_16"", ""content_7""]",content_16,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838411
user_19,"[""content_13"", ""content_39"", ""content_34""]",content_34,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838427
user_19,"[""content_13"", ""content_49"", ""content_39""]",content_13,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838443
user_19,"[""content_10"", ""content_9"", ""content_26""]",content_10,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838460
user_19,"[""content_2"", ""content_1"", ""content_58""]",content_2,Based on College and goal Entrepreneur.,2025-10-28T16:51:11.838474
user_20,"[""content_20"", ""content_4"", ""content_42""]",content_42,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838492
user_20,"[""content_45"", ""content_30"", ""content_60""]",content_30,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838508
user_20,"[""content_10"", ""content_54"", ""content_40""]",content_40,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838523
user_20,"[""content_48"", ""content_5"", ""content_51""]",content_5,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838539
user_20,"[""content_48"", ""content_42"", ""content_43""]",content_48,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838553
user_20,"[""content_55"", ""content_3"", ""content_56""]",content_3,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838567
user_20,"[""content_47"", ""content_60"", ""content_37""]",content_47,Based on 10th and goal Chemical Engineer.,2025-10-28T16:51:11.838581
user_21,"[""content_20"", ""content_8"", ""content_2""]",content_20,Based on 11th and goal Doctor.,2025-10-28T16:51:11.838598
user_21,"[""content_34"", ""content_52"", ""content_37""]",content_52,Based on 11th and goal Doctor.,2025-10-28T16:51:11.839085
user_21,"[""content_21"", ""content_10"", ""content_58""]",content_58,Based on 11th and goal Doctor.,2025-10-28T16:51:11.839100
user_21,"[""content_54"", ""content_35"", ""content_31""]",content_54,Based on 11th and goal Doctor.,2025-10-28T16:51:11.839109
user_21,"[""content_3"", ""content_38"", ""content_40""]",content_40,Based on 11th and goal Doctor.,2025-10-28T16:51:11.839119
user_21,"[""content_28"", ""content_42"", ""content_21""]",content_21,Based on 11th and goal Doctor.,2025-10-28T16:51:11.839128
user_22,"[""content_20"", ""content_11"", ""content_48""]",content_48,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839144
user_22,"[""content_45"", ""content_9"", ""content_19""]",content_45,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839154
user_22,"[""content_22"", ""content_40"", ""content_46""]",content_46,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839164
user_22,"[""content_10"", ""content_4"", ""content_34""]",content_10,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839178
user_22,"[""content_15"", ""content_22"", ""content_54""]",content_15,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839192
user_22,"[""content_2"", ""content_37"", ""content_60""]",content_37,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839207
user_22,"[""content_28"", ""content_39"", ""content_52""]",content_28,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839226
user_22,"[""content_40"", ""content_17"", ""content_36""]",content_36,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.839243
user_23,"[""content_9"", ""content_59"", ""content_37""]",content_37,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839263
user_23,"[""content_59"", ""content_53"", ""content_3""]",content_3,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839275
user_23,"[""content_55"", ""content_24"", ""content_26""]",content_26,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839284
user_23,"[""content_9"", ""content_57"", ""content_1""]",content_9,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839294
user_23,"[""content_31"", ""content_43"", ""content_24""]",content_31,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839303
user_23,"[""content_41"", ""content_60"", ""content_1""]",content_60,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839312
user_23,"[""content_40"", ""content_27"", ""content_7""]",content_7,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839322
user_23,"[""content_28"", ""content_37"", ""content_22""]",content_37,Based on 12th and goal Data Scientist.,2025-10-28T16:51:11.839331
user_24,"[""content_49"", ""content_42"", ""content_59""]",content_59,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.839341
user_24,"[""content_42"", ""content_50"", ""content_19""]",content_42,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.839351
user_24,"[""content_20"", ""content_16"", ""content_51""]",content_16,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.839360
user_24,"[""content_32"", ""content_17"", ""content_8""]",content_8,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.839369
user_24,"[""content_11"", ""content_21"", ""content_15""]",content_11,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.839378
user_24,"[""content_43"", ""content_13"", ""content_31""]",content_31,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.839387
user_25,"[""content_21"", ""content_55"", ""content_26""]",content_21,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839397
user_25,"[""content_1"", ""content_4"", ""content_32""]",content_4,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839407
user_25,"[""content_32"", ""content_13"", ""content_42""]",content_32,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839416
user_25,"[""content_5"", ""content_32"", ""content_23""]",content_5,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839425
user_25,"[""content_15"", ""content_27"", ""content_6""]",content_6,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839434
user_25,"[""content_49"", ""content_43"", ""content_12""]",content_49,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839443
user_25,"[""content_10"", ""content_45"", ""content_22""]",content_22,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839453
user_25,"[""content_48"", ""content_54"", ""content_38""]",content_38,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839462
user_25,"[""content_47"", ""content_5"", ""content_38""]",content_47,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.839472
user_26,"[""content_31"", ""content_13"", ""content_14""]",content_13,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839482
user_26,"[""content_3"", ""content_13"", ""content_20""]",content_20,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839491
user_26,"[""content_12"", ""content_52"", ""content_19""]",content_52,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839500
user_26,"[""content_18"", ""content_55"", ""content_29""]",content_55,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839509
user_26,"[""content_36"", ""content_39"", ""content_1""]",content_39,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839518
user_26,"[""content_32"", ""content_28"", ""content_2""]",content_28,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839527
user_26,"[""content_48"", ""content_35"", ""content_27""]",content_48,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839537
user_26,"[""content_50"", ""content_15"", ""content_21""]",content_50,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839546
user_26,"[""content_60"", ""content_57"", ""content_1""]",content_1,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.839555
user_27,"[""content_27"", ""content_21"", ""content_5""]",content_5,Based on 12th and goal Researcher.,2025-10-28T16:51:11.839565
user_27,"[""content_5"", ""content_51"", ""content_31""]",content_31,Based on 12th and goal Researcher.,2025-10-28T16:51:11.839574
user_27,"[""content_3"", ""content_59"", ""content_45""]",content_45,Based on 12th and goal Researcher.,2025-10-28T16:51:11.839584
user_27,"[""content_55"", ""content_50"", ""content_23""]",content_55,Based on 12th and goal Researcher.,2025-10-28T16:51:11.839593
user_27,"[""content_31"", ""content_45"", ""content_16""]",content_16,Based on 12th and goal Researcher.,2025-10-28T16:51:11.839602
